
Gráfico 1:
0	3.53
0	3.57
2	3.56
3	3.53
4	3.53
5	3.52
6	3.52
7	3.54
8	3.56
9	3.47
10	3.5
11	3.49
12	3.58
13	3.53
14	3.55
15	3.54
16	3.53
17	3.53
18	3.46
19	3.49
20	3.48
21	3.52
22	3.5
23	3.54
24	3.54
25	3.49
26	3.53
27	3.53
28	3.54
29	3.51
30	3.5
31	3.53
32	3.48
33	3.52
34	3.47
35	3.52
36	3.47
37	3.55
38	3.51
39	3.51
40	3.49
41	3.52
42	3.52
43	3.52
44	3.5
45	3.57
46	3.52
47	3.51
48	3.55
49	3.52
50	3.48
51	3.5
52	3.52
53	3.52
54	3.48
55	3.51
56	3.52
57	3.52
58	3.52
59	3.52
60	3.55
61	3.53
62	3.5
63	3.53
64	3.51
65	3.54
66	3.51
67	3.56
68	3.58
69	3.6
70	3.43
71	3.55
72	3.47
73	3.56
74	3.48
75	3.57
76	3.54
77	3.49
78	3.51
79	3.53
80	3.54
81	3.49
82	3.52
83	3.53
84	3.47
85	3.5
86	3.54
87	3.48
88	3.56
89	3.53
90	3.52
91	3.5
92	3.48
93	3.52
94	3.5
95	3.51
96	3.52
97	3.52
98	3.53
99	3.56
100	3.53
101	3.52
102	3.52
103	3.54
104	3.51
105	3.51
106	3.57
107	3.52
108	3.5
109	3.49
110	3.53
111	3.54
112	3.5
113	3.47
114	3.51
115	3.51
116	3.52
117	3.51
118	3.53
119	3.51
124	3.48
125	3.51
126	3.53
127	3.54
128	3.51
129	3.53
130	3.59
131	3.51
132	3.52
133	3.54
134	3.5
135	3.51
136	3.53
137	3.51
138	3.54
139	3.54
140	3.52
141	3.53
142	3.49
143	3.47
144	3.54
145	3.54
150	3.51
151	3.49
152	3.52
153	3.5
154	3.5
155	3.51
156	3.56
157	3.51
158	3.53
159	3.5
160	3.53
161	3.54
162	3.53
163	3.54
164	3.52
165	3.49
166	3.54
167	3.52
168	3.53
169	3.54
170	3.52
171	3.52
172	3.46
173	3.49
174	3.51
175	3.52
176	3.55
177	3.51
178	3.52
179	3.52
180	3.54
181	3.5
182	3.49
183	3.53
184	3.53
185	3.54
186	3.5
191	3.49
192	3.51
193	3.5
194	3.54
195	3.51
196	3.54
197	3.53
198	3.53
199	3.54
200	3.52
201	3.51
202	3.54
203	3.49
204	3.53
205	3.53
206	3.52
207	3.53
208	3.52
209	3.54
210	3.55
211	3.53
212	3.53
213	3.52
214	3.49
215	3.48
216	3.53
217	3.5
218	3.55
219	3.52
220	3.52
221	3.5
222	3.51
223	3.53
224	3.53
225	3.49
226	3.53
227	3.55
228	3.52
229	3.57
230	3.49
231	3.56
232	3.47
233	3.54
234	3.52
235	3.54
236	3.51
237	3.51
238	3.53
239	3.51
240	3.53
241	3.49
242	3.5
243	3.52
244	3.54
245	3.52
246	3.53
247	3.52
248	3.53
249	3.5
250	3.5
251	3.51
252	3.53
253	3.51
254	3.5
255	3.52
256	3.53
257	3.53
258	3.5
259	3.5
260	3.51
261	3.51
262	3.52
263	3.52
264	3.52
265	3.5
266	3.51
267	3.5
268	3.51
269	3.52
270	3.53
271	3.52
272	3.5
273	3.54
274	3.54
276	3.52
277	3.5
278	3.53
279	3.53
280	3.5
281	3.55
282	3.49
283	3.53
284	3.55
285	3.55
286	3.53
287	3.5
288	3.52
289	3.53
290	3.54
291	3.54
292	3.55
293	3.52
294	3.52
295	3.52
296	3.52
297	3.54

Gráfico 2:
0	0.52
0	0.54
2	0.51
3	0.5
4	0.54
5	0.54
6	0.51
7	0.52
8	0.51
9	0.55
10	0.53
11	0.54
12	0.51
13	0.54
14	0.52
15	0.52
16	0.52
17	0.57
18	0.52
19	0.54
20	0.52
21	0.5
22	0.56
23	0.56
24	0.52
25	0.57
26	0.51
27	0.58
28	0.5
29	0.51
30	0.54
31	0.5
32	0.52
33	0.51
34	0.51
35	0.52
36	0.52
37	0.52
38	0.51
39	0.5
40	0.54
41	0.53
42	0.52
43	0.54
44	0.58
45	0.55
46	0.5
47	0.56
48	0.51
49	0.51
50	0.51
51	0.53
52	0.51
53	0.55
54	0.52
55	0.54
56	0.51
57	0.56
58	0.55
59	0.54
60	0.53
61	0.53
62	0.5
63	0.55
64	0.51
65	0.5
66	0.53
67	0.52
68	0.5
69	0.49
70	0.55
71	0.52
72	0.55
73	0.5
74	0.53
75	0.48
76	0.58
77	0.51
78	0.55
79	0.55
80	0.52
81	0.54
82	0.52
83	0.51
84	0.51
85	0.5
86	0.52
87	0.53
88	0.52
89	0.52
90	0.53
91	0.53
92	0.53
93	0.53
94	0.54
95	0.51
96	0.54
97	0.51
98	0.52
99	0.5
100	0.54
101	0.5
102	0.56
103	0.55
104	0.52
105	0.5
106	0.52
107	0.52
108	0.49
109	0.5
110	0.52
111	0.51
112	0.52
113	0.51
114	0.48
115	0.54
116	0.53
117	0.53
118	0.49
119	0.53
124	0.53
125	0.52
126	0.49
127	0.5
128	0.54
129	0.52
130	0.56
131	0.5
132	0.52
133	0.5
134	0.54
135	0.53
136	0.5
137	0.53
138	0.53
139	0.52
140	0.52
141	0.52
142	0.52
143	0.5
144	0.52
145	0.54
150	0.54
151	0.5
152	0.53
153	0.5
154	0.51
155	0.51
156	0.48
157	0.52
158	0.55
159	0.51
160	0.51
161	0.56
162	0.53
163	0.51
164	0.55
165	0.54
166	0.54
167	0.48
168	0.54
169	0.53
170	0.54
171	0.54
172	0.52
173	0.52
174	0.52
175	0.54
176	0.52
177	0.52
178	0.52
179	0.54
180	0.53
181	0.56
182	0.53
183	0.52
184	0.55
185	0.55
186	0.51
191	0.5
192	0.53
193	0.53
194	0.52
195	0.55
196	0.52
